village_code_2011,village_name_2011,state_code_2011,district_code_2011,sub_district_code_2011,village_code_2001,village_name_2001,state_code_2001,district_code_2001,sub_district_code_2001,CEN2001_ID
627728,Chelakode,32,594,5652,61200,Chelakode,32,7,1,3207000100061200
627729,Venganellur,32,594,5652,61300,Venganellur,32,7,1,3207000100061300
627730,Killimangalam,32,594,5652,61400,Killimangalam,32,7,1,3207000100061400
627731,Panjal,32,594,5652,61500,Panjal,32,7,1,3207000100061500
627732,Attoor,32,594,5652,61600,Attoor,32,7,1,3207000100061600
627733,Mullurkara,32,594,5652,61700,Mullurkara,32,7,1,3207000100061700
627734,Kanjirakode,32,594,5652,61800,Kanjirakode,32,7,1,3207000100061800
627735,Vellarakkad,32,594,5652,62300,Vellarakkad,32,7,1,3207000100062300
627736,Chowwannur(Part),32,594,5652,62500,Chowwannur(Part),32,7,1,3207000100062500
627737,Mangad(Part),32,594,5652,62900,Mangad(Part),32,7,1,3207000100062900
627738,Kanipayyur(Part),32,594,5652,63100,Kanipayyur(Part),32,7,1,3207000100063100
627739,Chemmanthatta,32,594,5652,63200,Chemmanthatta,32,7,1,3207000100063200
627740,Vellattanjur,32,594,5652,63800,Vellattanjur,32,7,1,3207000100063800
627741,Thayyur,32,594,5652,63900,Thayyur,32,7,1,3207000100063900
627742,Kiralur,32,594,5652,64100,Kiralur,32,7,1,3207000100064100
627743,Parlikad,32,594,5652,64500,Parlikad,32,7,1,3207000100064500
627744,Puthuruthy,32,594,5652,64600,Puthuruthy,32,7,1,3207000100064600
627745,Thekkumkara,32,594,5652,65000,Thekkumkara,32,7,1,3207000100065000
627746,Karumathara,32,594,5652,65100,Karumathara,32,7,1,3207000100065100
627747,Viruppakka,32,594,5652,65200,Viruppakka,32,7,1,3207000100065200
627748,Manalithara,32,594,5652,65300,Manalithara,32,7,1,3207000100065300
627749,Kurumala,32,594,5652,65400,Kurumala,32,7,1,3207000100065400
627750,Thonnurkara,32,594,5652,65500,Thonnurkara,32,7,1,3207000100065500
627751,Pangarappilly,32,594,5652,65700,Pangarappilly,32,7,1,3207000100065700
627752,Pulakode,32,594,5652,65800,Pulakode,32,7,1,3207000100065800
627753,Pazhayannur,32,594,5652,65900,Pazhayannur,32,7,1,3207000100065900
627754,Vennur,32,594,5652,66000,Vennur,32,7,1,3207000100066000
627755,Elanad,32,594,5652,66100,Elanad,32,7,1,3207000100066100
627756,Kaniyarkode(CT),32,594,5652,60700,Kaniyarkode,32,7,1,3207000100060700
627757,Cheruthuruthi(CT),32,594,5652,60400,Cheruthuruthi,32,7,1,3207000100060400
627758,Nedumpura(CT),32,594,5652,60300,Nedumpura,32,7,1,3207000100060300
627759,Desamangalam(CT),32,594,5652,59900,Desamangalam,32,7,1,3207000100059900
627760,Kadavallur(CT),32,594,5652,59200,Kadavallur,32,7,1,3207000100059200
627761,Kattakampal(CT),32,594,5652,62800,Kattakampal,32,7,1,3207000100062800
627762,Pazhanji(CT),32,594,5652,62700,Pazhanji,32,7,1,3207000100062700
627763,Karikkad(CT),32,594,5652,59300,Karikkad,32,7,1,3207000100059300
627764,Nelluwaya(CT),32,594,5652,62100,Nelluwaya,32,7,1,3207000100062100
627765,Kottappuram(CT),32,594,5652,62000,Kottappuram,32,7,1,3207000100062000
627766,Chittanda(CT),32,594,5652,61900,Chittanda,32,7,1,3207000100061900
627767,Kumaranellur(CT),32,594,5652,64800,Kumaranellur,32,7,1,3207000100064800
627768,Chelakkara(CT),32,594,5652,65600,Chelakkara,32,7,1,3207000100065600
627769,Enkakkad(CT),32,594,5652,64900,Enkakkad,32,7,1,3207000100064900
627770,Wadakkanchery(CT),32,594,5652,64700,Wadakkanchery,32,7,1,3207000100064700
627771,Kariyannur(CT),32,594,5652,62200,Kariyannur,32,7,1,3207000100062200
627772,Eyyal(CT),32,594,5652,63300,Eyyal,32,7,1,3207000100063300
627773,Chiramanangad(CT),32,594,5652,62400,Chiramanangad,32,7,1,3207000100062400
627774,Akathiyoor(CT),32,594,5652,40701000,Akathiyoor(CT),32,7,1,3207000140701000
627775,Porkulam(CT),32,594,5652,62600,Porkulam,32,7,1,3207000100062600
627776,Choondal(CT),32,594,5652,63400,Choondal,32,7,1,3207000100063400
627777,Chiranellur(CT),32,594,5652,63700,Chiranellur,32,7,1,3207000100063700
627778,Velur(CT),32,594,5652,64000,Velur,32,7,1,3207000100064000
627779,Mundathikode(CT),32,594,5652,64200,Mundathikode,32,7,1,3207000100064200
627780,Peringandoor(CT),32,594,5652,64300,Peringandoor,32,7,1,3207000100064300
627781,Minalur(CT),32,594,5652,64400,Minalur,32,7,1,3207000100064400
627782,Eranellur(CT),32,594,5652,63600,Eranellur,32,7,1,3207000100063600
627783,Alur(CT),32,594,5652,63500,Alur,32,7,1,3207000100063500
627784,Kandanassery(CT),32,594,5652,63000,Kandanassery,32,7,1,3207000100063000
627785,Kadappuram,32,594,5653,66800,Kadappuram,32,7,2,3207000200066800
627786,Annakara,32,594,5653,67100,Annakara,32,7,2,3207000200067100
627787,Irimbranallur,32,594,5653,67400,Irimbranallur,32,7,2,3207000200067400
627788,Kundazhiyur,32,594,5653,67500,Kundazhiyur,32,7,2,3207000200067500
627789,Engandiyur,32,594,5653,67600,Engandiyur,32,7,2,3207000200067600
627790,Nattika,32,594,5653,67900,Nattika,32,7,2,3207000200067900
627791,Valappad,32,594,5653,68000,Valappad,32,7,2,3207000200068000
627792,Kadikkad(CT),32,594,5653,66200,Kadikkad,32,7,2,3207000200066200
627793,Punnayurkulam(CT),32,594,5653,66300,Punnayurkulam,32,7,2,3207000200066300
627794,Vadakkekad(CT),32,594,5653,66400,Vadakkekad,32,7,2,3207000200066400
627795,Punnayur(CT),32,594,5653,66500,Punnayur,32,7,2,3207000200066500
627796,Edakkazhiyur(CT),32,594,5653,66600,Edakkazhiyur,32,7,2,3207000200066600
627797,Vylathur(CT),32,594,5653,66700,Vylathur,32,7,2,3207000200066700
627798,Pookode(CT),32,594,5653,40706000,Pookode(OG),32,7,2,3207000240706000
627799,Iringaprom(CT),32,594,5653,40705000,Iringaprom(CT),32,7,2,3207000240705000
627800,Perakam(CT),32,594,5653,40704000,Perakam(CT),32,7,2,3207000240704000
627801,Orumanayur(CT),32,594,5653,66900,Orumanayur,32,7,2,3207000200066900
627802,Paluvai(CT),32,594,5653,40708000,Paluvai(CT),32,7,2,3207000240708000
627803,Thaikkad(CT),32,594,5653,40707000,Thaikkad(CT),32,7,2,3207000240707000
627804,Brahmakulam(CT),32,594,5653,40710000,Brahmakulam(CT),32,7,2,3207000240710000
627805,Elavally(CT),32,594,5653,67000,Elavally,32,7,2,3207000200067000
627806,Pavaratty(CT),32,594,5653,40709000,Pavaratty(CT),32,7,2,3207000240709000
627807,Venmanad(CT),32,594,5653,40711000,Venmanad(CT),32,7,2,3207000240711000
627808,Mullassery(CT),32,594,5653,67200,Mullassery,32,7,2,3207000200067200
627809,Venkitangu(CT),32,594,5653,67300,Venkitangu,32,7,2,3207000200067300
627810,Vadanappally(CT),32,594,5653,67700,Vadanappally,32,7,2,3207000200067700
627811,Talikkulam(CT),32,594,5653,67800,Talikkulam,32,7,2,3207000200067800
627812,Velappaya,32,594,5654,68500,Velappaya,32,7,3,3207000300068500
627813,Madakkathara,32,594,5654,68800,Madakkathara,32,7,3,3207000300068800
627814,Chalakkal,32,594,5654,69300,Chalakkal,32,7,3,3207000300069300
627815,Pananchery,32,594,5654,69900,Pananchery,32,7,3,3207000300069900
627816,Peechi,32,594,5654,70000,Peechi,32,7,3,3207000300070000
627817,Mannamangalam,32,594,5654,70100,Mannamangalam,32,7,3,3207000300070100
627818,Mulayam,32,594,5654,70400,Mulayam,32,7,3,3207000300070400
627819,Pullu,32,594,5654,71400,Pullu,32,7,3,3207000300071400
627820,Pallippuram,32,594,5654,71500,Pallippuram,32,7,3,3207000300071500
627821,Alappad,32,594,5654,72000,Alappad,32,7,3,3207000300072000
627822,Chazhoor,32,594,5654,72100,Chazhoor,32,7,3,3207000300072100
627823,Inchamudi,32,594,5654,72700,Inchamudi,32,7,3,3207000300072700
627824,Arattupuzha,32,594,5654,72900,Arattupuzha,32,7,3,3207000300072900
627825,Killannur(CT),32,594,5654,68600,Killannur,32,7,3,3207000300068600
627826,Thangalur(CT),32,594,5654,68300,Thangalur,32,7,3,3207000300068300
627827,Avanur(CT),32,594,5654,68400,Avanur,32,7,3,3207000300068400
627828,Anjur(CT),32,594,5654,68200,Anjur,32,7,3,3207000300068200
627829,Kaiparamba(CT),32,594,5654,68100,Kaiparamba,32,7,3,3207000300068100
627830,Tholur(CT),32,594,5654,69200,Tholur,32,7,3,3207000300069200
627831,Edakkalathur(CT),32,594,5654,69100,Edakkalathur,32,7,3,3207000300069100
627832,Peramangalam(CT),32,594,5654,69000,Peramangalam,32,7,3,3207000300069000
627833,Choolissery(CT),32,594,5654,68900,Choolissery,32,7,3,3207000300068900
627834,Pottore(CT),32,594,5654,40713000,Pottore(CT),32,7,3,3207000340713000
627835,Kolazhy(CT),32,594,5654,40712000,Kolazhy(CT),32,7,3,3207000340712000
627836,Kurichikkara(CT),32,594,5654,68700,Kurichikkara,32,7,3,3207000300068700
627837,Vellanikkara(CT),32,594,5654,69800,Vellanikkara,32,7,3,3207000300069800
627838,Kuttoor(CT),32,594,5654,69700,Kuttoor,32,7,3,3207000300069700
627839,Puzhakkal(CT),32,594,5654,69600,Puzhakkal,32,7,3,3207000300069600
627840,Puranattukara(CT),32,594,5654,40714000,Puranattukara(CT),32,7,3,3207000340714000
627841,Chittilappilly(CT),32,594,5654,69500,Chittilappilly,32,7,3,3207000300069500
627842,Adat(CT),32,594,5654,69400,Adat,32,7,3,3207000300069400
627843,Kozhukkully(CT),32,594,5654,70500,Kozhukkully,32,7,3,3207000300070500
627844,Kainoor(CT),32,594,5654,70300,Kainoor,32,7,3,3207000300070300
627845,Nadathara(CT),32,594,5654,40715000,Nadathara(CT),32,7,3,3207000340715000
627846,Parakkad(CT),32,594,5654,70600,Parakkad,32,7,3,3207000300070600
627847,Karamuck(CT),32,594,5654,71100,Karamuck,32,7,3,3207000300071100
627848,Manalur(CT),32,594,5654,71000,Manalur,32,7,3,3207000300071000
627849,Eravu(CT),32,594,5654,70900,Eravu,32,7,3,3207000300070900
627850,Veluthur(CT),32,594,5654,70800,Veluthur,32,7,3,3207000300070800
627851,Manakkody(CT),32,594,5654,70700,Manakkody,32,7,3,3207000300070700
627852,Marathakkara(CT),32,594,5654,40717000,Marathakkara(CT),32,7,3,3207000340717000
627853,Puthur(CT),32,594,5654,70200,Puthur,32,7,3,3207000300070200
627854,Avinissery(CT),32,594,5654,40718000,Avinissery(CT),32,7,3,3207000340718000
627855,Palissery(CT),32,594,5654,40719000,Palissery(CT),32,7,3,3207000340719000
627856,Venginissery(CT),32,594,5654,71700,Venginissery,32,7,3,3207000300071700
627857,Kodannur(CT),32,594,5654,71600,Kodannur,32,7,3,3207000300071600
627858,Anthicad(CT),32,594,5654,71300,Anthicad,32,7,3,3207000300071300
627859,Padiyam(CT),32,594,5654,71200,Padiyam,32,7,3,3207000300071200
627860,Vadakkummuri(CT),32,594,5654,72300,Vadakkummuri,32,7,3,3207000300072300
627861,Kizhakkummuri(CT),32,594,5654,72200,Kizhakkummuri,32,7,3,3207000300072200
627862,Cherpu(CT),32,594,5654,71900,Cherpu,32,7,3,3207000300071900
627863,Paralam(CT),32,594,5654,71800,Paralam,32,7,3,3207000300071800
627864,Chevvoor(CT),32,594,5654,40720000,Chevvoor(CT),32,7,3,3207000340720000
627865,Vallachira(CT),32,594,5654,40721000,Vallachira(CT),32,7,3,3207000340721000
627866,Oorakam(CT),32,594,5654,72800,Oorakam,32,7,3,3207000300072800
627867,Kurumpilavu(CT),32,594,5654,72600,Kurumpilavu,32,7,3,3207000300072600
627868,Kizhuppillikkara(CT),32,594,5654,72500,Kizhuppillikkara,32,7,3,3207000300072500
627869,Thanniyam(CT),32,594,5654,72400,Thanniyam,32,7,3,3207000300072400
627870,Koolimuttam,32,594,5655,73500,Koolimuttam,32,7,4,3207000400073500
627871,PadinjareVemballur,32,594,5655,73600,PadinjareVemballur,32,7,4,3207000400073600
627872,Azhikode,32,594,5655,74000,Azhikode,32,7,4,3207000400074000
627873,Edathiruthy(CT),32,594,5655,73000,Edathiruthy,32,7,4,3207000400073000
627874,Chendrappini(CT),32,594,5655,73100,Chendrappini,32,7,4,3207000400073100
627875,Kaipamangalam(CT),32,594,5655,73200,Kaipamangalam,32,7,4,3207000400073200
627876,Perinjanam(CT),32,594,5655,73300,Perinjanam,32,7,4,3207000400073300
627877,Pappinivattom(CT),32,594,5655,73400,Pappinivattom,32,7,4,3207000400073400
627878,Panangad(CT),32,594,5655,73700,Panangad,32,7,4,3207000400073700
627879,Edavilangu(CT),32,594,5655,73900,Edavilangu,32,7,4,3207000400073900
627880,Ala(CT),32,594,5655,73800,Ala,32,7,4,3207000400073800
627881,Pallippuram(CT),32,594,5655,74100,Pallippuram,32,7,4,3207000400074100
627882,Methala(CT),32,594,5655,40723000,Methala(CT),32,7,4,3207000440723000
627883,Poyya(CT),32,594,5655,74200,Poyya,32,7,4,3207000400074200
627884,Madathumpady(CT),32,594,5655,74300,Madathumpady,32,7,4,3207000400074300
627885,Eriyad(OG),32,594,5655,40722000,Eriyad(OG),32,7,4,3207000440722000
627886,Karalam(Part),32,594,5656,74500,Karalam(Part),32,7,5,3207000500074500
627887,Thottippal,32,594,5656,74800,Thottippal,32,7,5,3207000500074800
627888,Kallur,32,594,5656,75100,Kallur,32,7,5,3207000500075100
627889,Varandarappilly,32,594,5656,75300,Varandarappilly,32,7,5,3207000500075300
627890,Mupliyam,32,594,5656,75400,Mupliyam,32,7,5,3207000500075400
627891,Nandipulam,32,594,5656,75500,Nandipulam,32,7,5,3207000500075500
627892,Chengallur,32,594,5656,75600,Chengallur,32,7,5,3207000500075600
627893,Nellayi,32,594,5656,75700,Nellayi,32,7,5,3207000500075700
627894,Anandapuram,32,594,5656,75800,Anandapuram,32,7,5,3207000500075800
627895,Muriyad,32,594,5656,75900,Muriyad,32,7,5,3207000500075900
627896,Irinjalakuda(Part),32,594,5656,76100,Irinjalakuda(Part),32,7,5,3207000500076100
627897,Kaduppassery,32,594,5656,76700,Kaduppassery,32,7,5,3207000500076700
627898,Kodakara,32,594,5656,76900,Kodakara,32,7,5,3207000500076900
627899,Mattathur,32,594,5656,77000,Mattathur,32,7,5,3207000500077000
627900,Vellikulangara,32,594,5656,77100,Vellikulangara,32,7,5,3207000500077100
627901,Kuttichira,32,594,5656,77200,Kuttichira,32,7,5,3207000500077200
627902,Kodassery,32,594,5656,77300,Kodassery,32,7,5,3207000500077300
627903,Pariyaram,32,594,5656,77400,Pariyaram,32,7,5,3207000500077400
627904,Elanjipra,32,594,5656,77500,Elanjipra,32,7,5,3207000500077500
627905,Alur,32,594,5656,77600,Alur,32,7,5,3207000500077600
627906,Thazhekkad,32,594,5656,77700,Thazhekkad,32,7,5,3207000500077700
627907,Kottanellur,32,594,5656,77800,Kottanellur,32,7,5,3207000500077800
627908,Vallivattom,32,594,5656,78000,Vallivattom,32,7,5,3207000500078000
627909,Karumathra,32,594,5656,78200,Karumathra,32,7,5,3207000500078200
627910,Puthenchira,32,594,5656,78300,Puthenchira,32,7,5,3207000500078300
627911,Vadakkumbhagom,32,594,5656,78500,Vadakkumbhagom,32,7,5,3207000500078500
627912,Annallur,32,594,5656,78600,Annallur,32,7,5,3207000500078600
627913,Melur,32,594,5656,78900,Melur,32,7,5,3207000500078900
627914,Kizhakkummuri,32,594,5656,79000,Kizhakkummuri,32,7,5,3207000500079000
627915,Alathur,32,594,5656,79200,Alathur,32,7,5,3207000500079200
627916,Kuruvilassery,32,594,5656,79300,Kuruvilassery,32,7,5,3207000500079300
627917,Kakkulissery,32,594,5656,79400,Kakkulissery,32,7,5,3207000500079400
627918,Thirumukkulam,32,594,5656,79500,Thirumukkulam,32,7,5,3207000500079500
627919,Trikkur(CT),32,594,5656,75000,Trikkur,32,7,5,3207000500075000
627920,Nenmenikkara(CT),32,594,5656,40724000,Nenmenikkara(CT),32,7,5,3207000540724000
627921,Amballur(CT),32,594,5656,75200,Amballur,32,7,5,3207000500075200
627922,Puthukkad(CT),32,594,5656,40725000,Puthukkad(CT),32,7,5,3207000540725000
627923,Parappukkara(CT),32,594,5656,74900,Parappukkara,32,7,5,3207000500074900
627924,Kattur(CT),32,594,5656,74400,Kattur,32,7,5,3207000500074400
627925,Porathissery(CT),32,594,5656,74600,Porathissery(Part),32,7,5,3207000500074600
627926,Madayikonam(CT),32,594,5656,74700,Madayikonam,32,7,5,3207000500074700
627927,Kallettumkara(CT),32,594,5656,76800,Kallettumkara,32,7,5,3207000500076800
627928,Pullur(CT),32,594,5656,76000,Pullur(Part),32,7,5,3207000500076000
627929,Manavalassery(CT),32,594,5656,76200,Manavalassery(Part),32,7,5,3207000500076200
627930,Edathirinji(CT),32,594,5656,76300,Edathirinji,32,7,5,3207000500076300
627931,Vellookkara(CT),32,594,5656,76600,Vellookkara,32,7,5,3207000500076600
627932,Vadakkumkara(CT),32,594,5656,77900,Vadakkumkara,32,7,5,3207000500077900
627933,Poomangalam(CT),32,594,5656,76500,Poomangalam,32,7,5,3207000500076500
627934,Padiyur(CT),32,594,5656,76400,Padiyur,32,7,5,3207000500076400
627935,Thekkumkara(CT),32,594,5656,78100,Thekkumkara,32,7,5,3207000500078100
627936,MuringurVadakkummuri(CT),32,594,5656,78800,MuringurVadakkummuri,32,7,5,3207000500078800
627937,Koratty(CT),32,594,5656,40728000,Koratty(CT),32,7,5,3207000540728000
627938,KallurVadakkummuri(CT),32,594,5656,78700,KallurVadakkummuri,32,7,5,3207000500078700
627939,Vadama(CT),32,594,5656,78400,Vadama,32,7,5,3207000500078400
627940,KallurThekkummuri(CT),32,594,5656,79100,KallurThekkummuri,32,7,5,3207000500079100
627941,Kodanad,32,595,5657,79800,Kodanad,32,8,1,3208000100079800
627942,Kombanad,32,595,5657,79900,Kombanad,32,8,1,3208000100079900
627943,Vengoor,32,595,5657,80000,Vengoor,32,8,1,3208000100080000
627944,VengoorWest,32,595,5657,80100,VengoorWest,32,8,1,3208000100080100
627945,Asamannoor,32,595,5657,80200,Asamannoor,32,8,1,3208000100080200
627946,Rayamangalam,32,595,5657,80300,Rayamangalam,32,8,1,3208000100080300
627947,Arakapady,32,595,5657,80800,Arakapady,32,8,1,3208000100080800
627948,Irapuram,32,595,5657,80900,Irapuram,32,8,1,3208000100080900
627949,Mazhuvannoor,32,595,5657,81000,Mazhuvannoor,32,8,1,3208000100081000
627950,Pattimattom,32,595,5657,81100,Pattimattom,32,8,1,3208000100081100
627951,Kizhakkambalam,32,595,5657,81200,Kizhakkambalam,32,8,1,3208000100081200
627952,Vadavukode,32,595,5657,81500,Vadavukode,32,8,1,3208000100081500
627953,AikaranadNorth,32,595,5657,81600,AikaranadNorth,32,8,1,3208000100081600
627954,AikaranadSouth,32,595,5657,81700,AikaranadSouth,32,8,1,3208000100081700
627955,Thiruvaniyoor,32,595,5657,81800,Thiruvaniyoor,32,8,1,3208000100081800
627956,Koovappady(CT),32,595,5657,79700,Koovappady,32,8,1,3208000100079700
627957,Chelamattom(CT),32,595,5657,79600,Chelamattom(Part),32,8,1,3208000100079600
627958,Marampilly(CT),32,595,5657,80600,Marampilly,32,8,1,3208000100080600
627959,Vazhakulam(CT),32,595,5657,80700,Vazhakulam,32,8,1,3208000100080700
627960,Vengola(CT),32,595,5657,80500,Vengola,32,8,1,3208000100080500
627961,Perumbavoor(CT),32,595,5657,80400,Perumbavoor(Part),32,8,1,3208000100080400
627962,Kunnathunad(CT),32,595,5657,81300,Kunnathunad,32,8,1,3208000100081300
627963,Puthencruz(CT),32,595,5657,81400,Puthencruz,32,8,1,3208000100081400
627964,Parakkadavu,32,595,5658,81900,Parakkadavu,32,8,2,3208000200081900
627965,Karukutty,32,595,5658,82000,Karukutty,32,8,2,3208000200082000
627966,Mookkannoor,32,595,5658,82100,Mookkannoor,32,8,2,3208000200082100
627967,Ayyampuzha,32,595,5658,82200,Ayyampuzha,32,8,2,3208000200082200
627968,Manjapra,32,595,5658,82300,Manjapra,32,8,2,3208000200082300
627969,Malayattoor,32,595,5658,82400,Malayattoor,32,8,2,3208000200082400
627970,Thuravoor,32,595,5658,82700,Thuravoor,32,8,2,3208000200082700
627971,Kalady(CT),32,595,5658,82500,Kalady,32,8,2,3208000200082500
627972,Mattoor(CT),32,595,5658,82600,Mattoor,32,8,2,3208000200082600
627973,Vadakkumbhagom(CT),32,595,5658,82900,Vadakkumbhagom,32,8,2,3208000200082900
627974,Chowwara(CT),32,595,5658,40804000,Chowwara(CT),32,8,2,3208000240804000
627975,Nedumbassery(CT),32,595,5658,82800,Nedumbassery,32,8,2,3208000200082800
627976,Chengamanad(CT),32,595,5658,40803000,Chengamanad(CT),32,8,2,3208000240803000
627977,Kizhakkumbhagom(CT),32,595,5658,83000,Kizhakkumbhagom,32,8,2,3208000200083000
627978,Thekkumbhagom(CT),32,595,5658,83100,Thekkumbhagom,32,8,2,3208000200083100
627979,Edathala(CT),32,595,5658,40807000,Edathala(CT),32,8,2,3208000240807000
627980,Choornikkara(CT),32,595,5658,40806000,Choornikkara(CT),32,8,2,3208000240806000
627981,Kunnukara,32,595,5659,83500,Kunnukara,32,8,3,3208000300083500
627982,Ezhikkara,32,595,5659,83700,Ezhikkara,32,8,3,3208000300083700
627983,Puthenvelikkara(CT),32,595,5659,83400,Puthenvelikkara,32,8,3,3208000300083400
627984,Chendamangalam(CT),32,595,5659,40808000,Chendamangalam(CT),32,8,3,3208000340808000
627985,Moothakunnam(CT),32,595,5659,83300,Moothakunnam,32,8,3,3208000300083300
627986,Vadakkekara(CT),32,595,5659,83200,Vadakkekara(Part),32,8,3,3208000300083200
627987,Karumalloor(CT),32,595,5659,83600,Karumalloor,32,8,3,3208000300083600
627988,Kadungalloor(CT),32,595,5659,40813000,Kadungalloor(CT),32,8,3,3208000340813000
627989,Alangad(CT),32,595,5659,40819000,Alangad(OG),32,8,3,3208000340819000
627990,Kottuvally(CT),32,595,5659,40810000,Kottuvally(CT),32,8,3,3208000340810000
627991,Varappuzha(CT),32,595,5659,40811000,Varappuzha(CT),32,8,3,3208000340811000
627992,Eloor(CT),32,595,5659,40812000,Eloor(CT),32,8,3,3208000340812000
645601,Kedamangalam(OG)(Part),32,595,5659,,,32,8,3,3208000300000000
627993,Kuzhuppilly,32,595,5660,83800,Kuzhuppilly,32,8,4,3208000400083800
627994,Pallippuram,32,595,5660,83900,Pallippuram,32,8,4,3208000400083900
627995,Edavanakkad,32,595,5660,84000,Edavanakkad,32,8,4,3208000400084000
627996,Nayarambalam,32,595,5660,84100,Nayarambalam,32,8,4,3208000400084100
627997,Chellanam,32,595,5660,84600,Chellanam,32,8,4,3208000400084600
627998,Njarackal(CT),32,595,5660,84200,Njarackal,32,8,4,3208000400084200
627999,Elamkunnapuzha(CT),32,595,5660,84300,Elamkunnapuzha,32,8,4,3208000400084300
628000,Puthuvype(CT),32,595,5660,84400,Puthuvype,32,8,4,3208000400084400
628001,Kumbalangy(CT),32,595,5660,84500,Kumbalangy,32,8,4,3208000400084500
645602,Cheriyakadavu(OG)(Part),32,595,5660,,,32,8,4,3208000400000000
628002,ThrikkakaraNorth(Part),32,595,5661,84700,ThrikkakaraNorth(Part),32,8,5,3208000500084700
628003,Edakkattuvayal,32,595,5661,85200,Edakkattuvayal,32,8,5,3208000500085200
628004,Kaippattur,32,595,5661,85300,Kaippattur,32,8,5,3208000500085300
628005,Kulayettikara,32,595,5661,85400,Kulayettikara,32,8,5,3208000500085400
628006,Keecherry,32,595,5661,85600,Keecherry,32,8,5,3208000500085600
628007,Kakkanad(CT),32,595,5661,40819000,Kakkanad(OG),32,8,5,3208000540819000
628008,Vazhakkala(CT),32,595,5661,40818000,Vazhakkala(CT),32,8,5,3208000540818000
628009,Cheranallur(CT),32,595,5661,40816000,Cheranallur(CT),32,8,5,3208000540816000
628010,Kadamakkudy(CT),32,595,5661,40815000,Kadamakkudy(CT),32,8,5,3208000540815000
628011,Mulavukad(CT),32,595,5661,40814000,Mulavukad(CT),32,8,5,3208000540814000
628012,Thiruvankulam(CT),32,595,5661,40822000,Thiruvankulam(CT),32,8,5,3208000540822000
628013,Kanayannur(CT),32,595,5661,85000,Kanayannur,32,8,5,3208000500085000
628014,Kureekkad(CT),32,595,5661,40823000,Kureekkad(CT),32,8,5,3208000540823000
628015,Maradu(CT),32,595,5661,40820000,Maradu(CT),32,8,5,3208000540820000
628016,Kumbalam(CT),32,595,5661,84800,Kumbalam,32,8,5,3208000500084800
628017,Manakunnam(CT),32,595,5661,84900,Manakunnam,32,8,5,3208000500084900
628018,Mulamthuruthy(CT),32,595,5661,85100,Mulamthuruthy,32,8,5,3208000500085100
628019,Amballur(CT),32,595,5661,85500,Amballur,32,8,5,3208000500085500
628020,Valakam,32,595,5662,85700,Valakam,32,8,6,3208000600085700
628021,Mulavoor,32,595,5662,85900,Mulavoor,32,8,6,3208000600085900
628022,Enanalloor,32,595,5662,86000,Enanalloor,32,8,6,3208000600086000
628023,Kalloorkkad,32,595,5662,86100,Kalloorkkad,32,8,6,3208000600086100
628024,Manjalloor,32,595,5662,86200,Manjalloor,32,8,6,3208000600086200
628025,Muvattupuzha(Part),32,595,5662,86300,Muvattupuzha(Part),32,8,6,3208000600086300
628026,Arakuzha,32,595,5662,86400,Arakuzha,32,8,6,3208000600086400
628027,Marady(Part),32,595,5662,86500,Marady(Part),32,8,6,3208000600086500
628028,Memury,32,595,5662,86600,Memury,32,8,6,3208000600086600
628029,Ramamangalam,32,595,5662,86700,Ramamangalam,32,8,6,3208000600086700
628030,Maneed,32,595,5662,86800,Maneed,32,8,6,3208000600086800
628031,Piravom,32,595,5662,86900,Piravom,32,8,6,3208000600086900
628032,Onakkoor,32,595,5662,87000,Onakkoor,32,8,6,3208000600087000
628033,Thirumarady,32,595,5662,87100,Thirumarady,32,8,6,3208000600087100
628034,Palakkuzha,32,595,5662,87200,Palakkuzha,32,8,6,3208000600087200
628035,Koothattukulam,32,595,5662,87300,Koothattukulam,32,8,6,3208000600087300
628036,Elanji,32,595,5662,87400,Elanji,32,8,6,3208000600087400
628037,Velloorkunnam(CT),32,595,5662,85800,Velloorkunnam(Part),32,8,6,3208000600085800
628038,Thrikkariyoor(Part),32,595,5663,87600,Thrikkariyoor(Part),32,8,7,3208000700087600
628039,Kottappady,32,595,5663,87700,Kottappady,32,8,7,3208000700087700
628040,Pindimana,32,595,5663,87800,Pindimana,32,8,7,3208000700087800
628041,Kuttampuzha,32,595,5663,87900,Kuttampuzha,32,8,7,3208000700087900
628042,Keerampara,32,595,5663,88000,Keerampara,32,8,7,3208000700088000
628043,Kuttamangalam,32,595,5663,88100,Kuttamangalam,32,8,7,3208000700088100
628044,Neriamangalam,32,595,5663,88200,Neriamangalam,32,8,7,3208000700088200
628045,Kedavoor,32,595,5663,88300,Kedavoor,32,8,7,3208000700088300
628046,Pothanikkad,32,595,5663,88400,Pothanikkad,32,8,7,3208000700088400
628047,Varappetty,32,595,5663,88500,Varappetty,32,8,7,3208000700088500
628048,Eramalloor(CT),32,595,5663,87500,Eramalloor(Part),32,8,7,3208000700087500
628049,Marayoor,32,596,5664,88600,Marayoor,32,9,1,3209000100088600
628050,Keezhanthoor,32,596,5664,88700,Keezhanthoor,32,9,1,3209000100088700
628051,Kanthalloor,32,596,5664,88800,Kanthalloor,32,9,1,3209000100088800
628052,Kottakamboor,32,596,5664,88900,Kottakamboor,32,9,1,3209000100088900
628053,Vattavada,32,596,5664,89000,Vattavada,32,9,1,3209000100089000
