MDDS STC,STATE NAME,MDDS DTC,DISTRICT NAME,MDDS Sub_DT,SUB-DISTRICT NAME,MDDS PLCN,Area Name,HH,eHH
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223444,Rahua,997,777
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223445,Sosa,679,383
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223446,Goasi,1165,783
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223447,Bahadurpur,75,43
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223448,Ramnaloha Singh,65,30
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223450,Parora,1880,661
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223451,Moglaha,245,60
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223452,Parshadpur,455,96
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223453,Begampur khata,535,328
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223454,Debinagar,445,303
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223455,Jhuni Istamrar,922,629
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223456,Bela,265,162
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223457,Jokajal Marai,325,145
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223458,Rikabganj,368,175
10,BIHAR,211,Purnia,1133,Krityanand Nagar,223459,Baghmara,202,86
10,BIHAR,211,Purnia,1134,Purnia East,223461,Gangaili Arazi,20,17
10,BIHAR,211,Purnia,1134,Purnia East,223462,Gangaili Arazi,18,15
10,BIHAR,211,Purnia,1134,Purnia East,223464,Tharha,411,334
10,BIHAR,211,Purnia,1134,Purnia East,223465,Tharha Milik,5,5
10,BIHAR,211,Purnia,1134,Purnia East,223466,Bahadurpur Khan Jahan,23,18
10,BIHAR,211,Purnia,1134,Purnia East,223469,Kavaia,650,456
10,BIHAR,211,Purnia,1134,Purnia East,223471,Sobhaganj,520,405
10,BIHAR,211,Purnia,1134,Purnia East,223472,Pirganj,135,115
10,BIHAR,211,Purnia,1134,Purnia East,223477,Dilia Hasanabad,155,112
10,BIHAR,211,Purnia,1134,Purnia East,223478,Mathia,223,133
10,BIHAR,211,Purnia,1134,Purnia East,223479,Shekhpura,151,113
10,BIHAR,211,Purnia,1134,Purnia East,223482,Singhia,175,146
10,BIHAR,211,Purnia,1134,Purnia East,223487,Biarpur,1137,844
10,BIHAR,211,Purnia,1134,Purnia East,223491,Majhaili,412,285
10,BIHAR,211,Purnia,1134,Purnia East,223493,Bhatoria,165,94
10,BIHAR,211,Purnia,1134,Purnia East,223505,Pokharia,485,201
10,BIHAR,211,Purnia,1134,Purnia East,223506,Birpur,743,496
10,BIHAR,211,Purnia,1134,Purnia East,223510,Lalganj,1522,1055
10,BIHAR,211,Purnia,1134,Purnia East,223511,Sikandarpur,1837,612
10,BIHAR,211,Purnia,1134,Purnia East,223513,Matiari,29,17
10,BIHAR,211,Purnia,1134,Purnia East,223514,Bishunpur,158,30
